variant,platform,step,median_ns,is_warmup
baseline,JVM,0,7700400,1
baseline,JVM,1,49250,1
baseline,JVM,2,34700,1
baseline,JVM,3,34950,1
baseline,JVM,4,32250,1
baseline,JVM,5,32100,1
baseline,JVM,6,32900,1
baseline,JVM,7,34700,1
baseline,JVM,8,35550,1
baseline,JVM,9,34050,1
baseline,JVM,10,32600,1
baseline,JVM,11,32650,1
baseline,JVM,12,32700,1
baseline,JVM,13,32400,1
baseline,JVM,14,32250,1
baseline,JVM,15,32500,1
baseline,JVM,16,32900,1
baseline,JVM,17,34550,1
baseline,JVM,18,33050,1
baseline,JVM,19,40350,1
baseline,JVM,20,37750,0
baseline,JVM,21,33850,0
baseline,JVM,22,32350,0
baseline,JVM,23,33850,0
baseline,JVM,24,31750,0
baseline,JVM,25,33650,0
baseline,JVM,26,42050,0
baseline,JVM,27,34350,0
baseline,JVM,28,35000,0
baseline,JVM,29,35100,0
baseline,JVM,30,34150,0
baseline,JVM,31,57600,0
baseline,JVM,32,42150,0
baseline,JVM,33,37650,0
baseline,JVM,34,36400,0
baseline,JVM,35,32850,0
baseline,JVM,36,32000,0
baseline,JVM,37,31900,0
baseline,JVM,38,62350,0
baseline,JVM,39,34150,0
baseline,JVM,40,34400,0
baseline,JVM,41,42300,0
baseline,JVM,42,32300,0
baseline,JVM,43,32800,0
baseline,JVM,44,32000,0
baseline,JVM,45,32800,0
baseline,JVM,46,32050,0
baseline,JVM,47,32150,0
baseline,JVM,48,32450,0
baseline,JVM,49,32000,0
baseline,JVM,50,31900,0
baseline,JVM,51,32600,0
baseline,JVM,52,32000,0
baseline,JVM,53,31850,0
baseline,JVM,54,32800,0
baseline,JVM,55,31800,0
baseline,JVM,56,31550,0
baseline,JVM,57,48800,0
baseline,JVM,58,31900,0
baseline,JVM,59,32050,0
baseline,JVM,60,32400,0
baseline,JVM,61,31700,0
baseline,JVM,62,31450,0
baseline,JVM,63,32400,0
baseline,JVM,64,31850,0
baseline,JVM,65,31650,0
baseline,JVM,66,31900,0
baseline,JVM,67,31850,0
baseline,JVM,68,32600,0
baseline,JVM,69,31150,0
baseline,JVM,70,31350,0
baseline,JVM,71,31300,0
baseline,JVM,72,31500,0
baseline,JVM,73,31950,0
baseline,JVM,74,31300,0
baseline,JVM,75,31100,0
baseline,JVM,76,31050,0
baseline,JVM,77,31850,0
baseline,JVM,78,31200,0
baseline,JVM,79,31100,0
baseline,JVM,80,31500,0
baseline,JVM,81,31600,0
baseline,JVM,82,31750,0
baseline,JVM,83,31550,0
baseline,JVM,84,31350,0
baseline,JVM,85,39850,0
baseline,JVM,86,33800,0
baseline,JVM,87,40150,0
baseline,JVM,88,31700,0
baseline,JVM,89,36600,0
baseline,JVM,90,31800,0
baseline,JVM,91,31350,0
baseline,JVM,92,31750,0
baseline,JVM,93,31200,0
baseline,JVM,94,32800,0
baseline,JVM,95,32550,0
baseline,JVM,96,34950,0
baseline,JVM,97,33050,0
baseline,JVM,98,42550,0
baseline,JVM,99,38700,0
k-perf,JVM,0,40277200,1
k-perf,JVM,1,8535150,1
k-perf,JVM,2,6922500,1
k-perf,JVM,3,5588600,1
k-perf,JVM,4,3466450,1
k-perf,JVM,5,3432650,1
k-perf,JVM,6,3357250,1
k-perf,JVM,7,5579250,1
k-perf,JVM,8,2754050,1
k-perf,JVM,9,2561400,1
k-perf,JVM,10,2609600,1
k-perf,JVM,11,2854250,1
k-perf,JVM,12,2929600,1
k-perf,JVM,13,2618450,1
k-perf,JVM,14,2641300,1
k-perf,JVM,15,2628150,1
k-perf,JVM,16,2822000,1
k-perf,JVM,17,3219500,1
k-perf,JVM,18,3208900,1
k-perf,JVM,19,2991300,1
k-perf,JVM,20,2867350,0
k-perf,JVM,21,2955150,0
k-perf,JVM,22,2998050,0
k-perf,JVM,23,2984750,0
k-perf,JVM,24,3050300,0
k-perf,JVM,25,2957150,0
k-perf,JVM,26,3983700,0
k-perf,JVM,27,2299200,0
k-perf,JVM,28,2353850,0
k-perf,JVM,29,2300350,0
k-perf,JVM,30,2254900,0
k-perf,JVM,31,2255000,0
k-perf,JVM,32,2357150,0
k-perf,JVM,33,2331750,0
k-perf,JVM,34,2328200,0
k-perf,JVM,35,2342700,0
k-perf,JVM,36,2783100,0
k-perf,JVM,37,2573450,0
k-perf,JVM,38,2365800,0
k-perf,JVM,39,2382350,0
k-perf,JVM,40,2304450,0
k-perf,JVM,41,2394750,0
k-perf,JVM,42,2380100,0
k-perf,JVM,43,2231400,0
k-perf,JVM,44,2353850,0
k-perf,JVM,45,2303150,0
k-perf,JVM,46,2500000,0
k-perf,JVM,47,2901600,0
k-perf,JVM,48,2929150,0
k-perf,JVM,49,2883550,0
k-perf,JVM,50,2881650,0
k-perf,JVM,51,2911750,0
k-perf,JVM,52,2925400,0
k-perf,JVM,53,2865700,0
k-perf,JVM,54,2925750,0
k-perf,JVM,55,2923900,0
k-perf,JVM,56,2965000,0
k-perf,JVM,57,2940150,0
k-perf,JVM,58,2872650,0
k-perf,JVM,59,2910950,0
k-perf,JVM,60,3053500,0
k-perf,JVM,61,2898350,0
k-perf,JVM,62,2946300,0
k-perf,JVM,63,2925100,0
k-perf,JVM,64,2871600,0
k-perf,JVM,65,2963500,0
k-perf,JVM,66,3068500,0
k-perf,JVM,67,2910750,0
k-perf,JVM,68,2959400,0
k-perf,JVM,69,2871750,0
k-perf,JVM,70,2909250,0
k-perf,JVM,71,2944150,0
k-perf,JVM,72,2860250,0
k-perf,JVM,73,3050700,0
k-perf,JVM,74,3006550,0
k-perf,JVM,75,2911600,0
k-perf,JVM,76,2895850,0
k-perf,JVM,77,3029300,0
k-perf,JVM,78,2992850,0
k-perf,JVM,79,2997600,0
k-perf,JVM,80,2953900,0
k-perf,JVM,81,3017500,0
k-perf,JVM,82,2913300,0
k-perf,JVM,83,2958400,0
k-perf,JVM,84,2933500,0
k-perf,JVM,85,2977000,0
k-perf,JVM,86,3000750,0
k-perf,JVM,87,2911150,0
k-perf,JVM,88,3034950,0
k-perf,JVM,89,2935150,0
k-perf,JVM,90,2926950,0
k-perf,JVM,91,2941450,0
k-perf,JVM,92,2917900,0
k-perf,JVM,93,2976600,0
k-perf,JVM,94,3034600,0
k-perf,JVM,95,2935400,0
k-perf,JVM,96,3013350,0
k-perf,JVM,97,3020800,0
k-perf,JVM,98,2892750,0
k-perf,JVM,99,3101100,0
baseline,JS,0,3065000,1
baseline,JS,1,695050,1
baseline,JS,2,521650,1
baseline,JS,3,308550,1
baseline,JS,4,308800,1
baseline,JS,5,318450,1
baseline,JS,6,320100,1
baseline,JS,7,286100,1
baseline,JS,8,287300,1
baseline,JS,9,326150,1
baseline,JS,10,296900,1
baseline,JS,11,315400,1
baseline,JS,12,215150,1
baseline,JS,13,342200,1
baseline,JS,14,306200,1
baseline,JS,15,281550,1
baseline,JS,16,270300,1
baseline,JS,17,279400,1
baseline,JS,18,214750,1
baseline,JS,19,318150,1
baseline,JS,20,268700,0
baseline,JS,21,261500,0
baseline,JS,22,342950,0
baseline,JS,23,319200,0
baseline,JS,24,283950,0
baseline,JS,25,209100,0
baseline,JS,26,329250,0
baseline,JS,27,270500,0
baseline,JS,28,256200,0
baseline,JS,29,249200,0
baseline,JS,30,253150,0
baseline,JS,31,200350,0
baseline,JS,32,315450,0
baseline,JS,33,279900,0
baseline,JS,34,352600,0
baseline,JS,35,263900,0
baseline,JS,36,260100,0
baseline,JS,37,258200,0
baseline,JS,38,191100,0
baseline,JS,39,255750,0
baseline,JS,40,257850,0
baseline,JS,41,250800,0
baseline,JS,42,250300,0
baseline,JS,43,256200,0
baseline,JS,44,191150,0
baseline,JS,45,247750,0
baseline,JS,46,252300,0
baseline,JS,47,260300,0
baseline,JS,48,335900,0
baseline,JS,49,288400,0
baseline,JS,50,192950,0
baseline,JS,51,302300,0
baseline,JS,52,264250,0
baseline,JS,53,257200,0
baseline,JS,54,264300,0
baseline,JS,55,254750,0
baseline,JS,56,251450,0
baseline,JS,57,185800,0
baseline,JS,58,244650,0
baseline,JS,59,272050,0
baseline,JS,60,248750,0
baseline,JS,61,251900,0
baseline,JS,62,266200,0
baseline,JS,63,183000,0
baseline,JS,64,386350,0
baseline,JS,65,404500,0
baseline,JS,66,340000,0
baseline,JS,67,369950,0
baseline,JS,68,320700,0
baseline,JS,69,249100,0
baseline,JS,70,214700,0
baseline,JS,71,255650,0
baseline,JS,72,248600,0
baseline,JS,73,298500,0
baseline,JS,74,260850,0
baseline,JS,75,252000,0
baseline,JS,76,190750,0
baseline,JS,77,248200,0
baseline,JS,78,252650,0
baseline,JS,79,248150,0
baseline,JS,80,247600,0
baseline,JS,81,243000,0
baseline,JS,82,282950,0
baseline,JS,83,294250,0
baseline,JS,84,260550,0
baseline,JS,85,315700,0
baseline,JS,86,277450,0
baseline,JS,87,257650,0
baseline,JS,88,254300,0
baseline,JS,89,183900,0
baseline,JS,90,252600,0
baseline,JS,91,256100,0
baseline,JS,92,245150,0
baseline,JS,93,241750,0
baseline,JS,94,238700,0
baseline,JS,95,183300,0
baseline,JS,96,240950,0
baseline,JS,97,244400,0
baseline,JS,98,238400,0
baseline,JS,99,248000,0
k-perf,JS,0,70782800,1
k-perf,JS,1,43940650,1
k-perf,JS,2,43120450,1
k-perf,JS,3,42568900,1
k-perf,JS,4,43069100,1
k-perf,JS,5,42506050,1
k-perf,JS,6,42273800,1
k-perf,JS,7,42379300,1
k-perf,JS,8,42437300,1
k-perf,JS,9,41884700,1
k-perf,JS,10,41761350,1
k-perf,JS,11,41916250,1
k-perf,JS,12,42717700,1
k-perf,JS,13,42352800,1
k-perf,JS,14,42140550,1
k-perf,JS,15,41652250,1
k-perf,JS,16,41860000,1
k-perf,JS,17,42533850,1
k-perf,JS,18,42507750,1
k-perf,JS,19,41661650,1
k-perf,JS,20,41624000,0
k-perf,JS,21,42272650,0
k-perf,JS,22,41585600,0
k-perf,JS,23,41695000,0
k-perf,JS,24,39871850,0
k-perf,JS,25,39526550,0
k-perf,JS,26,39844450,0
k-perf,JS,27,39869600,0
k-perf,JS,28,39659450,0
k-perf,JS,29,39627600,0
k-perf,JS,30,39495300,0
k-perf,JS,31,40505050,0
k-perf,JS,32,39697800,0
k-perf,JS,33,39750700,0
k-perf,JS,34,39956550,0
k-perf,JS,35,39936250,0
k-perf,JS,36,40175450,0
k-perf,JS,37,39650000,0
