variant,platform,step,median_ns,steady_state_start
baseline,JVM,0,8348400,4
baseline,JVM,1,25801,4
baseline,JVM,2,16150,4
baseline,JVM,3,13300,4
baseline,JVM,4,11750,4
baseline,JVM,5,19300,4
baseline,JVM,6,9850,4
baseline,JVM,7,8000,4
baseline,JVM,8,9200,4
baseline,JVM,9,7949,4
baseline,JVM,10,6851,4
baseline,JVM,11,6801,4
baseline,JVM,12,7100,4
baseline,JVM,13,7149,4
baseline,JVM,14,7250,4
baseline,JVM,15,7451,4
baseline,JVM,16,7201,4
baseline,JVM,17,8250,4
baseline,JVM,18,7100,4
baseline,JVM,19,16150,4
baseline,JVM,20,7950,4
baseline,JVM,21,6951,4
baseline,JVM,22,7450,4
baseline,JVM,23,7400,4
baseline,JVM,24,7150,4
baseline,JVM,25,8401,4
baseline,JVM,26,7301,4
baseline,JVM,27,6801,4
baseline,JVM,28,7100,4
baseline,JVM,29,8400,4
baseline,JVM,30,12450,4
baseline,JVM,31,9550,4
baseline,JVM,32,7750,4
baseline,JVM,33,7149,4
baseline,JVM,34,9000,4
baseline,JVM,35,7400,4
baseline,JVM,36,7750,4
baseline,JVM,37,7750,4
baseline,JVM,38,8250,4
baseline,JVM,39,7400,4
baseline,JVM,40,7351,4
baseline,JVM,41,7800,4
baseline,JVM,42,8451,4
baseline,JVM,43,14750,4
baseline,JVM,44,7901,4
baseline,JVM,45,9250,4
baseline,JVM,46,9400,4
baseline,JVM,47,9700,4
baseline,JVM,48,10850,4
baseline,JVM,49,8950,4
baseline,JVM,50,7500,4
baseline,JVM,51,10750,4
baseline,JVM,52,7201,4
baseline,JVM,53,6549,4
baseline,JVM,54,7701,4
baseline,JVM,55,6750,4
baseline,JVM,56,6600,4
baseline,JVM,57,33300,4
baseline,JVM,58,8651,4
baseline,JVM,59,7750,4
baseline,JVM,60,7700,4
baseline,JVM,61,6700,4
baseline,JVM,62,6351,4
baseline,JVM,63,7600,4
baseline,JVM,64,7050,4
baseline,JVM,65,6550,4
baseline,JVM,66,6601,4
baseline,JVM,67,6350,4
baseline,JVM,68,7700,4
baseline,JVM,69,6300,4
baseline,JVM,70,6399,4
baseline,JVM,71,6400,4
baseline,JVM,72,8150,4
baseline,JVM,73,7050,4
baseline,JVM,74,6450,4
baseline,JVM,75,6450,4
baseline,JVM,76,6750,4
baseline,JVM,77,8700,4
baseline,JVM,78,6550,4
baseline,JVM,79,6250,4
baseline,JVM,80,6300,4
baseline,JVM,81,6349,4
baseline,JVM,82,6200,4
baseline,JVM,83,6100,4
baseline,JVM,84,6251,4
baseline,JVM,85,11450,4
baseline,JVM,86,7401,4
baseline,JVM,87,6550,4
baseline,JVM,88,6350,4
baseline,JVM,89,6250,4
baseline,JVM,90,6150,4
baseline,JVM,91,6200,4
baseline,JVM,92,6351,4
baseline,JVM,93,6250,4
baseline,JVM,94,7200,4
baseline,JVM,95,6100,4
baseline,JVM,96,7300,4
baseline,JVM,97,6700,4
baseline,JVM,98,6200,4
baseline,JVM,99,6200,4
baseline,JVM,100,6251,4
baseline,JVM,101,7500,4
baseline,JVM,102,6400,4
baseline,JVM,103,7400,4
baseline,JVM,104,6200,4
baseline,JVM,105,6451,4
baseline,JVM,106,6701,4
baseline,JVM,107,6300,4
baseline,JVM,108,6300,4
baseline,JVM,109,6300,4
baseline,JVM,110,6350,4
baseline,JVM,111,7250,4
baseline,JVM,112,6000,4
baseline,JVM,113,6200,4
baseline,JVM,114,6150,4
baseline,JVM,115,5850,4
baseline,JVM,116,5900,4
baseline,JVM,117,6001,4
baseline,JVM,118,5950,4
baseline,JVM,119,8451,4
baseline,JVM,120,14001,4
baseline,JVM,121,7201,4
baseline,JVM,122,6200,4
baseline,JVM,123,6950,4
baseline,JVM,124,8600,4
baseline,JVM,125,6000,4
baseline,JVM,126,5850,4
baseline,JVM,127,7700,4
baseline,JVM,128,6801,4
baseline,JVM,129,5950,4
baseline,JVM,130,5400,4
baseline,JVM,131,5200,4
baseline,JVM,132,4100,4
baseline,JVM,133,2900,4
baseline,JVM,134,2700,4
baseline,JVM,135,2600,4
baseline,JVM,136,2400,4
baseline,JVM,137,2500,4
baseline,JVM,138,2650,4
baseline,JVM,139,2400,4
baseline,JVM,140,2451,4
baseline,JVM,141,2400,4
baseline,JVM,142,2651,4
baseline,JVM,143,2651,4
baseline,JVM,144,2550,4
baseline,JVM,145,2550,4
baseline,JVM,146,2400,4
baseline,JVM,147,2450,4
baseline,JVM,148,2600,4
baseline,JVM,149,2400,4
k-perf,JVM,0,13757201,29
k-perf,JVM,1,1550100,29
k-perf,JVM,2,1608550,29
k-perf,JVM,3,982050,29
k-perf,JVM,4,936950,29
k-perf,JVM,5,1317550,29
k-perf,JVM,6,647700,29
k-perf,JVM,7,635400,29
k-perf,JVM,8,562950,29
k-perf,JVM,9,599101,29
k-perf,JVM,10,663500,29
k-perf,JVM,11,467150,29
k-perf,JVM,12,469400,29
k-perf,JVM,13,449400,29
k-perf,JVM,14,410050,29
k-perf,JVM,15,357950,29
k-perf,JVM,16,444451,29
k-perf,JVM,17,327850,29
k-perf,JVM,18,306000,29
k-perf,JVM,19,353500,29
k-perf,JVM,20,333800,29
k-perf,JVM,21,484550,29
k-perf,JVM,22,397050,29
k-perf,JVM,23,314850,29
k-perf,JVM,24,332300,29
k-perf,JVM,25,323001,29
k-perf,JVM,26,320451,29
k-perf,JVM,27,417850,29
k-perf,JVM,28,302049,29
k-perf,JVM,29,255750,29
k-perf,JVM,30,252250,29
k-perf,JVM,31,285300,29
k-perf,JVM,32,459500,29
k-perf,JVM,33,316650,29
k-perf,JVM,34,273350,29
k-perf,JVM,35,260551,29
k-perf,JVM,36,252550,29
k-perf,JVM,37,247700,29
k-perf,JVM,38,331150,29
k-perf,JVM,39,224850,29
k-perf,JVM,40,249450,29
k-perf,JVM,41,218700,29
k-perf,JVM,42,226850,29
k-perf,JVM,43,210500,29
k-perf,JVM,44,248600,29
k-perf,JVM,45,210851,29
k-perf,JVM,46,186200,29
k-perf,JVM,47,200850,29
k-perf,JVM,48,195751,29
k-perf,JVM,49,310351,29
k-perf,JVM,50,208900,29
k-perf,JVM,51,195450,29
k-perf,JVM,52,217500,29
k-perf,JVM,53,258901,29
k-perf,JVM,54,229850,29
k-perf,JVM,55,322050,29
k-perf,JVM,56,220350,29
k-perf,JVM,57,179450,29
k-perf,JVM,58,216200,29
k-perf,JVM,59,263300,29
k-perf,JVM,60,221151,29
k-perf,JVM,61,230250,29
k-perf,JVM,62,191100,29
k-perf,JVM,63,143601,29
k-perf,JVM,64,191200,29
k-perf,JVM,65,227200,29
k-perf,JVM,66,256549,29
k-perf,JVM,67,155900,29
k-perf,JVM,68,168950,29
k-perf,JVM,69,172000,29
k-perf,JVM,70,156950,29
k-perf,JVM,71,210451,29
k-perf,JVM,72,211300,29
k-perf,JVM,73,162351,29
k-perf,JVM,74,174851,29
k-perf,JVM,75,148601,29
k-perf,JVM,76,174850,29
k-perf,JVM,77,208200,29
k-perf,JVM,78,179750,29
k-perf,JVM,79,186600,29
k-perf,JVM,80,171350,29
k-perf,JVM,81,176150,29
k-perf,JVM,82,170800,29
k-perf,JVM,83,228800,29
k-perf,JVM,84,122200,29
k-perf,JVM,85,135450,29
k-perf,JVM,86,186700,29
k-perf,JVM,87,194801,29
k-perf,JVM,88,179500,29
k-perf,JVM,89,159850,29
k-perf,JVM,90,155550,29
k-perf,JVM,91,142101,29
k-perf,JVM,92,116400,29
k-perf,JVM,93,119050,29
k-perf,JVM,94,217001,29
k-perf,JVM,95,149251,29
k-perf,JVM,96,119201,29
k-perf,JVM,97,140000,29
k-perf,JVM,98,137200,29
k-perf,JVM,99,154151,29
k-perf,JVM,100,203150,29
k-perf,JVM,101,191550,29
k-perf,JVM,102,181250,29
k-perf,JVM,103,167801,29
k-perf,JVM,104,183950,29
k-perf,JVM,105,182950,29
k-perf,JVM,106,214700,29
k-perf,JVM,107,178251,29
k-perf,JVM,108,159200,29
k-perf,JVM,109,146850,29
k-perf,JVM,110,138300,29
k-perf,JVM,111,179100,29
k-perf,JVM,112,146550,29
k-perf,JVM,113,159150,29
k-perf,JVM,114,156050,29
k-perf,JVM,115,159100,29
k-perf,JVM,116,118400,29
k-perf,JVM,117,153200,29
k-perf,JVM,118,121800,29
k-perf,JVM,119,123050,29
k-perf,JVM,120,100900,29
k-perf,JVM,121,119801,29
k-perf,JVM,122,134950,29
k-perf,JVM,123,140150,29
k-perf,JVM,124,134350,29
k-perf,JVM,125,123550,29
k-perf,JVM,126,117601,29
k-perf,JVM,127,126900,29
k-perf,JVM,128,177450,29
k-perf,JVM,129,112751,29
k-perf,JVM,130,171051,29
k-perf,JVM,131,148451,29
k-perf,JVM,132,127301,29
k-perf,JVM,133,162200,29
k-perf,JVM,134,197100,29
k-perf,JVM,135,167200,29
k-perf,JVM,136,136450,29
k-perf,JVM,137,135001,29
k-perf,JVM,138,106650,29
k-perf,JVM,139,170951,29
k-perf,JVM,140,130700,29
k-perf,JVM,141,109600,29
k-perf,JVM,142,110650,29
k-perf,JVM,143,131450,29
k-perf,JVM,144,134300,29
k-perf,JVM,145,161500,29
k-perf,JVM,146,122200,29
k-perf,JVM,147,129400,29
k-perf,JVM,148,110250,29
k-perf,JVM,149,112600,29
otel,JVM,0,13361650,35
otel,JVM,1,7052350,35
otel,JVM,2,36845300,35
otel,JVM,3,3675251,35
otel,JVM,4,3852700,35
otel,JVM,5,14391400,35
otel,JVM,6,3158050,35
otel,JVM,7,2987450,35
otel,JVM,8,14544150,35
otel,JVM,9,2331300,35
otel,JVM,10,2486000,35
otel,JVM,11,9158351,35
otel,JVM,12,2078300,35
otel,JVM,13,1695900,35
otel,JVM,14,6572900,35
otel,JVM,15,1890000,35
otel,JVM,16,1677600,35
otel,JVM,17,6367901,35
otel,JVM,18,1612550,35
otel,JVM,19,1530350,35
otel,JVM,20,5972800,35
otel,JVM,21,1546100,35
otel,JVM,22,6159700,35
otel,JVM,23,1493751,35
otel,JVM,24,1490600,35
otel,JVM,25,7275150,35
otel,JVM,26,1514750,35
otel,JVM,27,1505650,35
otel,JVM,28,7607401,35
otel,JVM,29,1369801,35
otel,JVM,30,1395650,35
otel,JVM,31,6337400,35
otel,JVM,32,1289600,35
otel,JVM,33,1073900,35
otel,JVM,34,5359650,35
otel,JVM,35,977301,35
otel,JVM,36,939101,35
otel,JVM,37,4258200,35
otel,JVM,38,926550,35
otel,JVM,39,858500,35
otel,JVM,40,3455750,35
otel,JVM,41,852151,35
otel,JVM,42,3390101,35
otel,JVM,43,953600,35
otel,JVM,44,876300,35
otel,JVM,45,3330450,35
otel,JVM,46,813500,35
otel,JVM,47,818350,35
otel,JVM,48,3182501,35
otel,JVM,49,875950,35
otel,JVM,50,865150,35
otel,JVM,51,3230100,35
otel,JVM,52,843600,35
otel,JVM,53,925800,35
otel,JVM,54,2975749,35
otel,JVM,55,824601,35
otel,JVM,56,772100,35
otel,JVM,57,3045901,35
otel,JVM,58,793100,35
otel,JVM,59,846400,35
otel,JVM,60,2581250,35
otel,JVM,61,625000,35
otel,JVM,62,1950151,35
otel,JVM,63,532551,35
otel,JVM,64,521850,35
otel,JVM,65,1804350,35
otel,JVM,66,493850,35
otel,JVM,67,417550,35
otel,JVM,68,1842800,35
otel,JVM,69,436900,35
otel,JVM,70,415700,35
otel,JVM,71,1565701,35
otel,JVM,72,451000,35
otel,JVM,73,456550,35
otel,JVM,74,1717450,35
otel,JVM,75,508851,35
otel,JVM,76,473901,35
otel,JVM,77,1677000,35
otel,JVM,78,442250,35
otel,JVM,79,423200,35
otel,JVM,80,1596400,35
otel,JVM,81,469400,35
otel,JVM,82,1708550,35
otel,JVM,83,379851,35
otel,JVM,84,397201,35
otel,JVM,85,1555700,35
otel,JVM,86,425300,35
otel,JVM,87,381100,35
otel,JVM,88,1722300,35
otel,JVM,89,397200,35
otel,JVM,90,371200,35
otel,JVM,91,1691000,35
otel,JVM,92,421450,35
otel,JVM,93,461750,35
otel,JVM,94,1893150,35
otel,JVM,95,474001,35
otel,JVM,96,575650,35
otel,JVM,97,1891500,35
otel,JVM,98,561900,35
otel,JVM,99,560650,35
otel,JVM,100,1853700,35
otel,JVM,101,448500,35
otel,JVM,102,1810700,35
otel,JVM,103,464550,35
otel,JVM,104,534100,35
otel,JVM,105,1903001,35
otel,JVM,106,531251,35
otel,JVM,107,486299,35
otel,JVM,108,1526200,35
otel,JVM,109,493400,35
otel,JVM,110,416301,35
otel,JVM,111,1755650,35
otel,JVM,112,441101,35
otel,JVM,113,467350,35
otel,JVM,114,1918700,35
otel,JVM,115,521750,35
otel,JVM,116,498000,35
otel,JVM,117,1792001,35
otel,JVM,118,509050,35
otel,JVM,119,502050,35
otel,JVM,120,1811200,35
otel,JVM,121,422151,35
otel,JVM,122,1928051,35
otel,JVM,123,553450,35
otel,JVM,124,555000,35
otel,JVM,125,1880100,35
otel,JVM,126,469750,35
otel,JVM,127,467551,35
otel,JVM,128,1696650,35
otel,JVM,129,471401,35
otel,JVM,130,499601,35
otel,JVM,131,1955250,35
otel,JVM,132,489500,35
otel,JVM,133,445750,35
otel,JVM,134,1710301,35
otel,JVM,135,430100,35
otel,JVM,136,467600,35
otel,JVM,137,1864200,35
otel,JVM,138,497901,35
otel,JVM,139,508950,35
otel,JVM,140,1976650,35
otel,JVM,141,503751,35
otel,JVM,142,464400,35
otel,JVM,143,2128901,35
otel,JVM,144,461500,35
otel,JVM,145,2165300,35
otel,JVM,146,443000,35
otel,JVM,147,447600,35
otel,JVM,148,2030101,35
otel,JVM,149,446251,35
otel-proto,JVM,0,14933950,17
otel-proto,JVM,1,7656200,17
otel-proto,JVM,2,6044800,17
otel-proto,JVM,3,4988750,17
otel-proto,JVM,4,4467751,17
otel-proto,JVM,5,3654600,17
otel-proto,JVM,6,3082851,17
otel-proto,JVM,7,2899001,17
otel-proto,JVM,8,2771200,17
otel-proto,JVM,9,2437100,17
