variant,platform,step,median_ns,steady_state_start
baseline,JVM,0,6874651,4
baseline,JVM,1,21751,4
baseline,JVM,2,15350,4
baseline,JVM,3,11301,4
baseline,JVM,4,10351,4
baseline,JVM,5,10650,4
baseline,JVM,6,18100,4
baseline,JVM,7,6650,4
baseline,JVM,8,7000,4
baseline,JVM,9,6699,4
baseline,JVM,10,5900,4
baseline,JVM,11,5901,4
baseline,JVM,12,6100,4
baseline,JVM,13,5999,4
baseline,JVM,14,5950,4
baseline,JVM,15,5901,4
baseline,JVM,16,6001,4
baseline,JVM,17,6850,4
baseline,JVM,18,5900,4
baseline,JVM,19,6850,4
baseline,JVM,20,6900,4
baseline,JVM,21,5900,4
baseline,JVM,22,5801,4
baseline,JVM,23,5899,4
baseline,JVM,24,5900,4
baseline,JVM,25,6700,4
baseline,JVM,26,6001,4
baseline,JVM,27,5800,4
baseline,JVM,28,5950,4
baseline,JVM,29,9901,4
baseline,JVM,30,6000,4
baseline,JVM,31,6000,4
baseline,JVM,32,6000,4
baseline,JVM,33,5901,4
baseline,JVM,34,6700,4
baseline,JVM,35,5899,4
baseline,JVM,36,5800,4
baseline,JVM,37,5800,4
baseline,JVM,38,6000,4
baseline,JVM,39,6000,4
baseline,JVM,40,5900,4
baseline,JVM,41,5900,4
baseline,JVM,42,5800,4
baseline,JVM,43,14201,4
baseline,JVM,44,6100,4
baseline,JVM,45,6000,4
baseline,JVM,46,5801,4
baseline,JVM,47,5800,4
baseline,JVM,48,6100,4
baseline,JVM,49,5700,4
baseline,JVM,50,5700,4
baseline,JVM,51,6800,4
baseline,JVM,52,5999,4
baseline,JVM,53,5800,4
baseline,JVM,54,6600,4
baseline,JVM,55,5951,4
baseline,JVM,56,5750,4
baseline,JVM,57,21550,4
baseline,JVM,58,6200,4
baseline,JVM,59,5700,4
baseline,JVM,60,6501,4
baseline,JVM,61,5600,4
baseline,JVM,62,5650,4
baseline,JVM,63,6300,4
baseline,JVM,64,5800,4
baseline,JVM,65,5700,4
baseline,JVM,66,6500,4
baseline,JVM,67,5700,4
baseline,JVM,68,6550,4
baseline,JVM,69,5501,4
baseline,JVM,70,5500,4
baseline,JVM,71,5400,4
baseline,JVM,72,5600,4
baseline,JVM,73,5400,4
baseline,JVM,74,5399,4
baseline,JVM,75,5351,4
baseline,JVM,76,5301,4
baseline,JVM,77,5901,4
baseline,JVM,78,5300,4
baseline,JVM,79,5301,4
baseline,JVM,80,5200,4
baseline,JVM,81,5351,4
baseline,JVM,82,5550,4
baseline,JVM,83,5299,4
baseline,JVM,84,5351,4
baseline,JVM,85,9901,4
baseline,JVM,86,6200,4
baseline,JVM,87,5401,4
baseline,JVM,88,5350,4
baseline,JVM,89,5200,4
